Rating,Title,Author,Review Description,Pro,Con
3.0,environnement multiculturel,"Conseillère clientèle (Former Employee) - Lisbonne - January 15, 2018","Rencontres de personnes venues des 4 coins du monde, ambiance et équipes au top",,
5.0,Netflix,"Customer Service Representative (Former Employee) - Hillsboro, OR - January 11, 2018","Netflix is the epitome of a big call center. If you like talking on the phone, and love helping others, this is the place for you. They give you a free Netflix account and tons of free food in the break rooms.",,
2.0,"Awful, do not work here.","Customer Service Representative (Former Employee) - Salt Lake City, UT - January 7, 2018","For the first 3 months I was in love with my job. Though i was on my second of 3 supervisors. My third supervisor came in and she absolutely obliterated my job. She tried to fire me the first week she was over us over the most minimal thing. Then about a month later (last week) she got me fired over something they never brought to my attention. They also do not like to follow utah's labor laws. They still have not given me my check almost 5 days after my termination. I do not recommend anyone get into the job. They swear up and down they are the best, and granted I did love the cushy $15/hr, but they do not pay enough for the mental torment you will go through.",,
4.0,ambiente laboral,"ejecutivo telefonico (Current Employee) - Monterrey, N. L. - January 7, 2018","excelente empresa me enseño muchas cosas que no sabia
como cortes de caja conteo de efectivo correcto",,
5.0,Csr,"Customer Service Representative (Former Employee) - Salt Lake City, UT - January 5, 2018",assisting netflix members with there netflix ready devices which requires technical feedback. Also account maintenance but mst priority leaning on delivering amazing customer experience so that can drive great metrics. The other thing i admire is team meetings and individual meetings with supervisors t enhance team chemistry and self success.,,
3.0,Competitive,"Customer Service Representative (Former Employee) - Farmington Hills, MI - January 3, 2018","That job would constantly challenge your competitive edge, speaking to customers in regards to purchasing more service or renewing their subscription Signing up new clients and offering them discounts for referrals.",,
4.0,Fun Work PLace,"In bound call Customer Service (Former Employee) - Salt Lake City, UT - January 3, 2018","A typical work day would be getting on the phones and helping people with their Netflix questions.
Management was helpfull.
The Culture was friendly.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
5.0,Wonderful Culture and Place to work,"Technical Support Supervisor (Current Employee) - Salt Lake City, UT - January 1, 2018","Netflix is a fantastic company who pays competitively, rewards great work, and focuses on innovation and creating an amazing product and experience for members.",,
3.0,Highly Competitive environment,"CSR/CSR2/TL/Backup Trainer, 24-7Intouch (Former Employee) - Aurora, CO - December 31, 2017",Highly stressful work environment. Management is more interested in the bottom line than in its employees. Management felt that the employees were replaceable and the staff felt it.,,
2.0,Not what I expected,"Representative (Current Employee) - Salt Lake City, UT - December 20, 2017","The perk is the pay. The turnaround rate is obscene. Just don't and say you did.
The management doesn't care about employees and the job is so boring. It's the same 7 minute phone call over and over and over! It drives me crazy.",,
4.0,Super Cool Job,"Production Receptionist (Former Employee) - Sun Valley, CA - December 15, 2017","I loved this job and was able to learn so much about the industry. It was really chill, and gave me an opportunity to grow my skills and take them with me on future endeavors.",,
5.0,Productive and fun workplace,"Ruby on Rails Software Engineer Contractor (Former Employee) - Los Gatos, CA - December 14, 2017","My experience at Netflix was enriching as far as my knowledge is concerned. The requirements were well documented and I could fix the issues in the desired time. Later, I had to do a knowledge transfer which was an easy process too.

Also, the workplace is nice with well stocked snacks, drinks and free lunches everyday.",,
4.0,Culture,"Customer Service Representative at Netflix (Former Employee) - Fremont, CA - December 11, 2017","Netflix culture is about team work and advancement. When there was a position that was available, they put out an announcement and invited anyone to apply.",,
